order_key,city_key,customer_key,stock_item_key,order_date_key,picked_date_key,salesperson_key,picker_key,package,quantity,unit_price,tax_rate,total_excluding_tax,tax_amount,total_including_tax
821,72,140,354,2013-01-04,2015-01-14,145,90,X,285,1968.94,3,9305.93,125.62,1902.36
822,75,216,458,2013-05-08,2015-11-21,5,168,M,230,4157.39,58,1313.64,942.99,8273.48
823,33,177,295,2014-06-05,2016-07-13,54,181,M,351,4033.41,63,400.99,459.45,4009.26
824,1,144,447,2015-07-03,2013-11-21,50,50,L,843,94.65,43,4049.07,69.47,305.76
825,19,144,29,2014-01-16,2013-09-18,38,105,S,789,3904.1,6,9072.02,396.51,977.2
826,44,324,249,2015-12-25,2013-09-10,117,198,S,216,4506.15,50,3189.44,177.38,523.41
827,43,304,431,2015-08-30,2016-11-23,135,89,S,766,4045.51,27,3063.83,553.95,5341.35
828,30,38,387,2016-06-04,2013-07-08,94,62,S,269,3073.85,61,7948.14,263.79,1644.6
829,4,120,269,2016-05-26,2013-06-20,160,100,S,490,3478.03,49,240.51,670.9,2993.07
830,54,76,295,2016-03-01,2015-01-16,119,160,S,290,2226.36,12,6371.36,744.59,5639.8
831,73,173,302,2016-06-03,2013-07-07,197,24,X,414,3665.55,41,4210.94,451.51,783.87
832,24,256,628,2013-08-29,2013-01-07,34,83,L,61,2697.62,17,7456.67,464.92,8162.6
833,22,236,196,2016-08-05,2015-06-25,108,172,L,188,2002.45,3,4448.73,476.05,2369.6
834,35,112,535,2013-03-29,2016-03-10,61,112,XL,272,1453.91,2,1616.37,102.46,1164.17
835,64,203,180,2014-10-07,2014-03-15,58,204,XL,990,879.05,28,4368.69,272.14,478.43
836,9,221,560,2015-11-06,2015-03-23,144,147,X,634,333.15,1,4240.44,949.03,9567.68
837,58,12,196,2016-07-08,2016-02-13,159,196,XL,829,231.44,26,5619.38,260.18,333.95
838,25,14,393,2016-11-04,2015-09-04,114,33,S,221,1490.73,3,3447.24,65.06,1842.74
839,32,285,659,2013-07-30,2013-11-25,28,82,S,931,3414.51,59,8616.05,943.0,7643.89
840,65,225,403,2015-04-30,2015-03-28,50,138,S,15,43.8,35,9404.58,636.01,4207.28
841,86,373,71,2016-11-01,2015-03-18,6,51,M,171,4623.63,21,2966.07,348.54,5772.1
842,92,71,84,2016-02-10,2015-11-12,38,201,S,876,1680.4,42,2910.13,937.02,7014.48
843,77,365,516,2014-01-30,2015-05-13,79,30,S,377,2584.57,34,185.31,308.42,7394.58
844,63,97,122,2015-02-21,2014-02-10,51,18,S,553,4713.65,67,9373.71,102.05,6159.87
845,31,203,77,2016-11-10,2016-05-23,102,42,S,963,4342.12,24,2556.65,478.29,7010.91
846,8,149,100,2015-08-18,2013-11-24,174,157,M,356,2945.11,30,5549.87,604.65,977.01
847,26,33,242,2015-02-28,2013-03-16,63,186,S,976,1806.57,46,1523.6,793.02,3358.26
848,93,234,495,2016-01-04,2014-01-11,117,34,S,595,2104.96,22,2744.87,273.71,5209.12
849,92,272,532,2016-03-05,2014-04-05,67,58,X,457,868.83,55,2686.51,823.08,2894.49
850,22,17,501,2014-03-20,2013-02-14,123,85,M,282,3670.35,58,7717.79,843.23,6787.48
851,67,140,544,2014-05-21,2013-01-28,161,206,M,996,252.83,47,7514.74,802.37,5458.08
852,74,167,589,2016-10-23,2014-03-15,135,181,S,960,2741.39,10,7677.68,291.35,547.27
853,31,100,249,2013-07-01,2016-02-13,210,61,XL,734,475.25,67,8781.42,769.0,2595.55
854,68,268,121,2015-06-10,2013-09-16,121,74,L,794,4485.69,6,3196.66,432.49,1660.82
855,53,219,76,2015-05-20,2013-08-25,121,20,X,151,1444.68,21,6998.44,202.26,3123.6
856,29,244,412,2015-11-24,2014-12-22,30,105,S,993,2671.26,69,6139.25,396.1,8337.02
857,84,60,303,2016-04-29,2016-12-04,198,38,XL,15,3921.86,18,938.58,784.29,7342.11
858,43,18,373,2013-05-16,2014-11-15,102,62,M,164,1267.91,61,2940.14,453.11,5787.95
859,80,140,424,2015-06-21,2016-05-01,102,113,S,261,1623.41,62,3829.08,157.68,6894.76
860,4,342,422,2016-05-21,2013-09-09,25,138,S,895,266.65,52,4382.46,645.57,7956.75
861,60,50,500,2013-09-06,2014-05-03,206,126,S,759,3171.29,69,2657.67,697.56,6438.65
862,56,386,593,2016-05-29,2013-12-23,33,167,S,481,4697.86,42,9628.29,968.41,6148.74
863,3,262,477,2014-08-04,2015-11-08,12,155,S,477,2915.09,10,4543.79,631.42,2105.36
864,5,155,599,2015-01-21,2016-11-05,188,167,S,498,4323.32,26,1727.19,314.69,6213.75
865,67,60,92,2014-05-10,2013-07-18,207,191,S,746,2085.13,12,3940.14,143.06,948.85
866,42,148,193,2015-10-31,2014-10-04,197,174,XL,41,1257.89,63,2545.92,383.78,4699.58
867,56,59,339,2013-11-29,2014-07-14,170,38,M,338,996.48,1,3051.26,336.5,4949.25
868,5,371,433,2013-11-05,2016-04-12,55,49,M,491,3285.44,2,1399.02,149.75,2366.82
869,4,325,657,2014-05-30,2015-12-07,120,103,S,518,3911.19,16,1595.13,616.58,3382.14
870,33,123,316,2015-02-07,2014-12-01,42,151,S,57,4289.41,31,8125.03,709.97,5885.86
871,37,384,22,2015-09-09,2014-12-03,16,61,L,42,2342.57,41,7155.75,228.87,1712.28
872,71,308,232,2015-05-22,2016-09-07,90,160,S,785,4769.03,10,8970.81,465.95,6126.24
873,1,248,21,2014-04-06,2013-07-16,5,174,S,163,4823.66,42,4189.34,465.28,4475.75
874,6,310,211,2014-02-23,2014-10-18,97,46,L,953,2784.18,68,490.17,637.62,8510.96
875,37,84,404,2015-02-24,2014-01-22,147,177,S,571,4190.05,1,2756.3,554.88,4206.74
876,33,345,594,2014-08-16,2016-09-07,55,146,S,333,3657.67,39,948.52,156.06,276.25
877,64,203,274,2013-04-27,2016-11-12,78,124,S,302,1826.4,27,9728.86,52.63,7622.82
878,29,54,401,2014-12-14,2015-07-31,97,11,L,23,449.74,1,1492.58,600.97,1538.64
879,86,135,293,2014-09-18,2014-06-09,125,185,S,220,1951.29,53,6526.79,912.16,894.2
880,45,247,190,2014-09-03,2013-08-08,179,53,S,798,2043.48,55,4758.89,831.15,8400.23
881,95,26,576,2016-09-20,2014-10-05,114,131,S,91,58.76,50,6234.82,684.6,2937.39
882,23,311,636,2015-08-20,2016-03-30,163,65,S,2,1695.25,24,4969.89,342.73,8830.2
883,13,8,196,2015-08-04,2015-07-27,164,60,S,415,2819.0,29,3560.73,997.58,5058.04
884,60,82,369,2015-10-28,2016-08-18,145,2,S,190,3401.81,40,8355.83,890.95,5216.45
885,76,246,611,2013-07-27,2016-02-11,174,112,S,329,39.25,67,6949.12,512.0,6387.64
886,43,273,562,2015-06-26,2015-07-02,118,174,S,918,3293.58,51,2678.4,724.24,5737.65
887,87,15,154,2016-01-07,2014-07-08,204,18,S,633,237.19,20,505.18,641.24,371.76
888,44,369,512,2013-11-22,2014-02-22,61,91,L,913,120.61,5,5636.79,173.73,8658.2
889,32,362,32,2014-08-04,2013-01-02,163,38,S,843,4833.85,30,3493.14,92.27,3279.79
890,63,18,502,2015-09-11,2014-12-31,194,90,S,78,3236.45,46,4688.41,235.05,6715.84
891,17,41,296,2013-03-07,2013-08-09,152,19,XL,565,2232.83,70,8529.25,165.57,590.08
892,54,375,599,2014-09-25,2016-12-24,88,76,M,767,2635.42,60,843.85,670.51,5442.57
893,67,226,272,2015-05-10,2015-09-10,29,127,M,656,4715.57,48,6687.08,728.61,1261.03
894,47,317,143,2016-12-21,2015-05-15,104,70,X,540,1782.22,64,599.35,598.83,5559.47
895,56,227,157,2014-02-14,2014-04-19,98,133,L,506,3165.73,60,6509.33,503.65,8044.51
896,89,376,111,2016-08-26,2014-12-13,22,170,S,942,289.66,5,9518.51,868.23,7195.31
897,65,56,570,2014-08-05,2014-08-10,134,113,S,550,174.26,65,5866.39,951.32,5663.69
898,40,53,371,2014-11-22,2015-11-22,139,107,L,241,816.66,10,2786.52,983.66,1355.93
899,89,378,297,2016-01-03,2013-12-26,137,96,M,728,3419.43,51,6290.52,276.4,8126.41
900,33,135,374,2015-12-29,2015-05-15,63,180,M,629,2169.71,2,3718.01,416.56,8402.63
901,52,370,5,2015-03-20,2014-11-02,11,113,L,557,4148.0,67,6848.27,416.5,6379.57
902,54,270,361,2015-02-07,2016-06-20,39,120,S,819,2258.79,60,1600.15,853.84,2184.91
903,33,314,338,2014-07-18,2016-11-25,127,184,M,571,798.71,37,1978.32,887.16,1110.35
904,80,88,252,2016-12-13,2013-09-15,31,205,S,588,2474.14,70,3452.95,107.87,5805.08
905,22,258,280,2013-05-28,2016-02-13,8,160,M,985,1404.07,36,9924.88,558.4,6236.12
906,57,170,35,2013-09-12,2014-12-05,99,116,M,138,2049.64,30,5791.14,708.26,3682.11
907,60,193,468,2013-08-27,2014-04-22,180,63,S,956,4780.46,63,899.23,92.98,973.44
908,23,261,93,2013-11-23,2014-08-22,156,181,S,904,2805.98,33,7492.19,770.08,7501.71
909,12,8,80,2014-07-28,2016-06-17,153,90,M,95,2177.65,31,4165.66,431.58,3803.96
910,47,191,324,2014-02-10,2013-10-29,108,161,X,330,3948.62,37,5363.46,561.28,7306.14
911,20,74,366,2015-11-02,2014-07-05,83,105,L,87,3485.36,63,4415.46,982.17,1901.9
912,3,288,13,2013-09-05,2016-02-15,4,83,S,691,3386.48,22,8894.62,618.02,1494.73
913,91,312,572,2013-10-22,2016-03-13,65,85,S,577,2565.81,23,1955.03,786.51,6140.89
914,13,23,176,2013-07-27,2013-01-28,54,181,S,768,4497.22,70,4297.56,645.18,3364.25
915,7,91,142,2015-05-17,2014-10-16,170,191,S,423,3641.94,45,3405.03,815.43,1302.88
916,62,18,626,2014-02-14,2016-01-22,99,127,S,147,2248.34,39,2305.5,959.0,4820.96
917,43,178,373,2015-12-09,2015-02-18,66,105,M,55,4294.65,57,4751.99,964.36,5922.66
918,56,166,348,2015-09-21,2016-03-18,57,183,S,173,3369.75,30,8220.12,163.59,6198.36
919,57,362,317,2014-08-07,2014-04-16,133,124,S,4,2941.52,37,7090.64,85.58,9226.88
920,56,212,529,2015-01-19,2016-03-25,175,189,S,793,4059.46,36,2724.99,334.54,5300.49
921,36,348,356,2016-08-07,2013-06-30,73,52,S,940,4793.41,61,8721.87,825.67,8830.71
922,12,141,294,2015-10-21,2015-07-11,95,174,L,889,2937.21,20,1655.59,137.11,2402.32
923,52,118,570,2015-10-13,2013-12-21,166,76,L,456,4672.23,49,8531.8,599.19,9470.22
924,38,99,75,2013-03-22,2014-05-01,117,3,S,817,3907.0,56,1599.64,741.73,8918.56
925,39,313,571,2016-01-26,2014-07-02,156,25,S,415,4953.17,36,8050.17,652.79,8018.9
926,84,196,645,2014-05-24,2016-08-01,203,136,XL,122,1081.0,61,2560.48,52.78,9941.92
927,57,149,556,2014-10-29,2016-08-26,180,152,S,124,1151.34,43,2062.66,145.57,5023.58
928,50,156,410,2016-11-19,2014-09-18,13,75,S,113,1052.22,12,116.31,130.51,6201.79
929,42,262,289,2015-04-07,2016-02-06,75,18,S,931,4521.56,37,2769.45,450.04,7353.18
930,80,224,93,2016-07-01,2014-10-24,102,79,L,49,3667.09,22,6865.21,854.3,4479.96
931,65,158,317,2014-05-15,2016-06-24,64,150,S,569,193.13,20,4154.69,605.33,1691.51
932,26,84,472,2016-05-24,2013-04-06,49,180,M,98,2141.4,62,9995.49,423.95,3095.34
933,8,238,467,2015-08-28,2015-03-13,59,134,M,586,2086.59,69,9762.14,329.99,8407.83
934,11,109,367,2013-04-20,2014-06-09,189,81,M,97,3506.67,39,3873.25,833.2,4438.12
935,68,34,409,2014-10-04,2016-01-31,151,138,S,682,4001.36,59,1246.42,137.93,376.12
936,55,1,277,2016-10-10,2015-11-14,149,75,M,393,4578.08,66,6851.5,153.58,9042.32
937,91,26,272,2015-01-03,2015-02-01,66,161,S,276,278.01,54,598.48,671.36,2212.22
938,50,181,571,2013-11-29,2013-09-18,121,195,M,739,3130.91,4,8612.45,458.28,5445.7
939,78,64,579,2013-06-11,2016-09-06,195,119,M,791,1937.32,34,1923.23,164.23,8875.14
940,9,89,325,2016-10-18,2015-11-09,14,110,XL,420,1745.85,20,9557.12,140.98,8366.83
941,80,261,197,2016-10-31,2015-06-26,103,38,M,648,311.81,21,7640.39,291.72,6930.26
942,58,83,349,2014-09-26,2016-02-22,148,148,S,92,883.96,18,7103.34,575.6,8796.0
943,13,232,73,2015-07-26,2016-09-04,49,188,M,480,1225.53,13,3220.89,569.38,4800.37
944,27,86,481,2014-07-29,2016-07-01,84,157,S,459,4571.08,39,9084.01,270.2,2449.49
945,53,293,308,2016-03-08,2016-01-14,174,27,XL,79,4508.03,16,5672.5,136.34,7196.6
946,69,263,189,2013-04-02,2016-05-23,184,119,M,734,1502.84,70,4669.09,388.27,1589.13
947,60,383,70,2015-01-19,2013-07-17,125,201,M,883,3611.71,44,6005.45,239.28,8070.5
948,95,223,447,2016-07-25,2014-05-10,75,112,S,167,4140.56,2,5637.17,963.74,9209.45
949,16,64,592,2014-06-12,2014-07-09,156,69,S,632,1845.88,13,2705.71,586.98,9072.33
950,33,254,173,2014-05-02,2016-09-26,122,136,S,388,214.95,24,7657.35,383.29,7797.72
951,66,329,281,2016-01-18,2015-06-29,182,163,L,405,4657.33,31,5355.59,512.58,3883.57
952,13,190,531,2016-02-13,2015-12-11,152,206,M,819,4327.58,22,4732.6,998.33,8761.13
953,1,17,487,2014-02-21,2013-02-18,49,109,M,692,853.41,18,7029.96,265.03,9544.94
954,75,373,199,2014-11-15,2016-08-26,132,195,S,976,3385.95,18,1347.55,947.57,5402.21
955,61,231,302,2016-01-28,2015-02-02,14,96,S,476,4740.97,22,6570.1,63.96,2688.08
956,68,311,335,2013-08-29,2016-11-28,180,64,S,351,4942.22,26,1729.35,485.96,3407.17
957,39,271,396,2013-10-21,2016-11-11,100,60,M,303,2821.46,17,518.51,879.21,3059.27
958,45,224,312,2014-02-07,2014-02-21,44,194,S,355,2240.35,31,1145.43,685.97,3190.06
959,57,320,2,2016-11-07,2013-08-16,39,16,S,515,1081.3,58,3082.19,238.35,8127.04
960,84,205,647,2013-06-13,2015-02-03,76,148,S,543,3796.98,14,5488.26,778.53,5777.27
961,71,194,660,2014-12-24,2015-09-15,7,16,S,575,1730.97,25,6990.53,605.76,3293.31
962,15,40,15,2014-05-11,2015-02-17,184,64,X,351,592.89,23,7390.23,502.45,8699.66
963,75,372,168,2013-06-26,2015-08-02,118,126,M,531,2349.23,36,4150.48,186.32,4630.62
964,9,166,256,2014-11-25,2014-08-14,132,47,S,237,3257.93,45,792.89,726.44,6013.38
965,82,67,286,2015-07-25,2014-06-27,148,185,S,220,2058.35,23,8580.45,467.99,7371.77
966,95,348,420,2015-07-19,2014-10-29,35,61,M,754,3471.18,6,2685.99,570.78,6590.07
967,83,273,97,2016-11-01,2016-10-13,199,27,XL,855,1328.99,2,5314.22,121.96,7626.62
968,13,324,13,2014-01-03,2016-12-09,171,119,X,862,3126.42,58,6530.42,220.18,1728.87
969,48,75,205,2014-08-21,2013-09-13,60,46,S,104,1045.0,57,6006.95,436.57,9053.98
970,24,375,30,2015-11-19,2014-11-12,79,185,L,268,3060.46,11,7129.19,992.48,1273.71
971,33,255,363,2015-07-20,2016-12-09,44,36,X,832,4773.6,53,694.03,588.45,115.38
972,22,40,584,2014-11-20,2014-07-11,2,159,S,192,3221.79,23,3721.52,73.19,6441.22
973,62,31,136,2016-06-02,2016-06-29,75,30,M,204,4073.11,7,5168.7,237.77,258.6
974,43,348,440,2013-06-29,2014-05-22,37,87,X,770,1266.77,10,3589.63,812.47,674.62
975,6,3,233,2015-06-21,2015-09-16,64,147,L,268,812.53,19,4620.03,274.79,6268.37
976,47,159,291,2015-10-02,2015-11-28,132,52,X,665,1168.57,66,7455.99,615.07,4023.18
977,83,244,590,2013-09-06,2013-10-23,165,62,S,864,2329.42,52,2640.19,305.34,6995.15
978,32,269,263,2013-07-16,2015-02-27,118,114,M,102,576.82,45,3368.47,121.06,2529.14
979,85,136,517,2016-06-19,2015-09-06,83,69,M,710,1065.53,37,1743.31,640.41,4742.24
980,95,227,562,2015-12-29,2016-02-22,83,3,M,868,3424.49,8,6150.59,369.03,5155.49
981,65,168,14,2014-09-03,2013-10-26,149,137,S,292,2222.01,9,7843.65,773.61,6846.95
982,54,154,55,2013-01-15,2013-07-25,91,25,S,906,83.03,10,1183.12,776.21,3428.49
983,4,211,149,2013-04-12,2015-09-14,35,49,M,685,2150.47,19,5850.58,796.39,3856.26
984,30,320,266,2016-09-20,2013-10-30,172,197,M,654,4623.27,65,6351.94,362.36,4312.75
985,93,10,336,2014-08-13,2015-03-24,174,34,M,131,3351.09,49,1535.46,966.65,6790.81
986,18,152,302,2016-01-03,2016-08-12,126,163,L,418,606.94,11,424.83,637.58,7862.11
987,25,382,228,2016-06-20,2014-12-26,69,22,S,772,545.26,54,3509.82,885.49,9706.65
988,7,354,412,2013-12-24,2014-03-23,102,3,M,851,2554.04,6,9044.79,876.56,1926.49
989,92,255,402,2014-06-22,2014-02-13,118,10,M,768,4402.49,3,9860.8,690.93,4713.76
990,21,284,135,2014-12-19,2015-01-27,3,151,L,793,859.98,52,6484.06,566.03,940.59
991,92,142,102,2013-05-16,2013-03-11,31,140,L,613,166.6,9,5618.49,707.92,823.77
992,67,363,258,2016-07-23,2014-02-19,34,74,S,855,3501.09,23,3570.16,565.18,9722.18
993,66,316,80,2015-08-10,2014-02-13,194,196,S,346,3392.34,49,992.46,533.42,2493.27
994,37,115,545,2013-02-20,2013-10-11,174,197,S,780,1850.98,38,5888.69,945.15,9685.37
995,6,109,185,2015-11-21,2013-01-12,72,176,S,212,3531.05,9,1102.64,489.92,9794.42
996,6,172,349,2014-06-26,2013-09-24,11,127,S,947,1845.76,41,9280.68,364.46,7563.61
997,15,46,486,2016-04-28,2015-05-16,74,188,S,891,1272.49,12,7740.3,738.71,5149.66
998,29,377,104,2015-07-11,2016-11-04,167,76,S,703,3069.8,31,7919.79,51.86,2417.56
999,61,333,297,2015-06-14,2015-10-12,116,210,XL,445,2537.12,63,8526.59,851.36,1800.51
1000,46,212,111,2015-01-16,2016-03-17,209,61,L,358,4051.32,9,9950.97,836.55,2101.15
